2020-06-19 15:31:13,810 - TestValue - INFO - {'Test_ID': 274, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:31:12', 'Cultural_Name': '涌泉混流瓦当', 'Test_Chart': 'IMG_20190807_111508.jpg', 'Code': 3, 'Expected_Value': 3, 'TimeConsuming': 1.399, 'top1': 3, 'top2': 5, 'top3': 97, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/3/IMG_20190807_111508.jpg'}
2020-06-19 15:32:05,961 - TestValue - INFO - {'Test_ID': 363, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:03', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111649_1.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.303, 'top1': 5, 'top2': 4, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111649_1.jpg'}
2020-06-19 15:32:06,579 - TestValue - INFO - {'Test_ID': 364, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:03', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111650.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.398, 'top1': 4, 'top2': 93, 'top3': 3, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111650.jpg'}
2020-06-19 15:32:07,012 - TestValue - INFO - {'Test_ID': 365, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:04', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111651.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.286, 'top1': 4, 'top2': 3, 'top3': 5, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111651.jpg'}
2020-06-19 15:32:07,629 - TestValue - INFO - {'Test_ID': 366, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:05', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111651_1.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.341, 'top1': 4, 'top2': 3, 'top3': 5, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111651_1.jpg'}
2020-06-19 15:32:07,974 - TestValue - INFO - {'Test_ID': 367, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:06', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111652.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.301, 'top1': 3, 'top2': 4, 'top3': 39, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111652.jpg'}
2020-06-19 15:32:08,547 - TestValue - INFO - {'Test_ID': 368, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:07', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111653.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.305, 'top1': 3, 'top2': 5, 'top3': 39, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111653.jpg'}
2020-06-19 15:32:09,083 - TestValue - INFO - {'Test_ID': 369, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:07', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111653_1.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.301, 'top1': 3, 'top2': 4, 'top3': 39, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111653_1.jpg'}
2020-06-19 15:32:09,617 - TestValue - INFO - {'Test_ID': 370, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:07', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111654.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.378, 'top1': 3, 'top2': 4, 'top3': 51, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111654.jpg'}
2020-06-19 15:32:10,091 - TestValue - INFO - {'Test_ID': 371, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:08', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111654_1.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.299, 'top1': 4, 'top2': 3, 'top3': 51, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111654_1.jpg'}
2020-06-19 15:32:10,705 - TestValue - INFO - {'Test_ID': 372, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:09', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111655.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.374, 'top1': 4, 'top2': 3, 'top3': 51, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111655.jpg'}
2020-06-19 15:32:11,017 - TestValue - INFO - {'Test_ID': 373, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:09', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111658.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.316, 'top1': 5, 'top2': 8, 'top3': 4, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111658.jpg'}
2020-06-19 15:32:11,683 - TestValue - INFO - {'Test_ID': 374, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:10', 'Cultural_Name': '忆年无疆瓦当', 'Test_Chart': 'IMG_20190807_111658_1.jpg', 'Code': 4, 'Expected_Value': 4, 'TimeConsuming': 1.316, 'top1': 5, 'top2': 8, 'top3': 4, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/4/IMG_20190807_111658_1.jpg'}
2020-06-19 15:32:12,109 - TestValue - INFO - {'Test_ID': 375, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:10', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111728.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.304, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111728.jpg'}
2020-06-19 15:32:12,855 - TestValue - INFO - {'Test_ID': 376, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:11', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111729.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.297, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111729.jpg'}
2020-06-19 15:32:13,688 - TestValue - INFO - {'Test_ID': 377, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:11', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111730.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.302, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111730.jpg'}
2020-06-19 15:32:13,926 - TestValue - INFO - {'Test_ID': 378, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:12', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111730_1.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.405, 'top1': 89, 'top2': 5, 'top3': 59, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111730_1.jpg'}
2020-06-19 15:32:14,597 - TestValue - INFO - {'Test_ID': 379, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:12', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111731.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.307, 'top1': 5, 'top2': 59, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111731.jpg'}
2020-06-19 15:32:15,210 - TestValue - INFO - {'Test_ID': 380, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:13', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111731_1.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.429, 'top1': 5, 'top2': 89, 'top3': 59, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111731_1.jpg'}
2020-06-19 15:32:15,422 - TestValue - INFO - {'Test_ID': 381, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:13', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111732.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.304, 'top1': 5, 'top2': 89, 'top3': 59, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111732.jpg'}
2020-06-19 15:32:16,176 - TestValue - INFO - {'Test_ID': 382, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:14', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111733.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.322, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111733.jpg'}
2020-06-19 15:32:16,736 - TestValue - INFO - {'Test_ID': 383, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:15', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111733_1.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.301, 'top1': 5, 'top2': 9, 'top3': 142, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111733_1.jpg'}
2020-06-19 15:32:17,164 - TestValue - INFO - {'Test_ID': 384, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:15', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111735.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.429, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111735.jpg'}
2020-06-19 15:32:17,652 - TestValue - INFO - {'Test_ID': 385, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:16', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111736.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.307, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111736.jpg'}
2020-06-19 15:32:18,482 - TestValue - INFO - {'Test_ID': 386, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:16', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111737.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.307, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111737.jpg'}
2020-06-19 15:32:18,727 - TestValue - INFO - {'Test_ID': 387, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:17', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111739.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.324, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111739.jpg'}
2020-06-19 15:32:19,332 - TestValue - INFO - {'Test_ID': 388, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:17', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111739_1.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.32, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111739_1.jpg'}
2020-06-19 15:32:20,252 - TestValue - INFO - {'Test_ID': 389, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:18', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111740.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.359, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111740.jpg'}
2020-06-19 15:32:20,708 - TestValue - INFO - {'Test_ID': 390, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:18', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111741.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.284, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111741.jpg'}
2020-06-19 15:32:21,275 - TestValue - INFO - {'Test_ID': 391, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:19', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111742.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.622, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111742.jpg'}
2020-06-19 15:32:21,853 - TestValue - INFO - {'Test_ID': 392, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:20', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111744.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.345, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111744.jpg'}
2020-06-19 15:32:22,195 - TestValue - INFO - {'Test_ID': 393, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:20', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111745.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.317, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111745.jpg'}
2020-06-19 15:32:22,895 - TestValue - INFO - {'Test_ID': 394, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:21', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111746.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.439, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111746.jpg'}
2020-06-19 15:32:23,484 - TestValue - INFO - {'Test_ID': 395, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:21', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111747.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.313, 'top1': 5, 'top2': 89, 'top3': 59, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111747.jpg'}
2020-06-19 15:32:23,909 - TestValue - INFO - {'Test_ID': 396, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:22', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111749.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.309, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111749.jpg'}
2020-06-19 15:32:24,905 - TestValue - INFO - {'Test_ID': 397, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:22', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111749_1.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.319, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111749_1.jpg'}
2020-06-19 15:32:25,478 - TestValue - INFO - {'Test_ID': 398, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:23', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111751.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.314, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111751.jpg'}
2020-06-19 15:32:25,748 - TestValue - INFO - {'Test_ID': 399, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:23', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111752.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.293, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111752.jpg'}
2020-06-19 15:32:26,571 - TestValue - INFO - {'Test_ID': 400, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:24', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111753.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.316, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111753.jpg'}
2020-06-19 15:32:27,105 - TestValue - INFO - {'Test_ID': 401, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:25', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111754.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.471, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111754.jpg'}
2020-06-19 15:32:27,205 - TestValue - INFO - {'Test_ID': 402, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:25', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111755.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.341, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111755.jpg'}
2020-06-19 15:32:27,997 - TestValue - INFO - {'Test_ID': 403, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:26', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111756.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.346, 'top1': 9, 'top2': 5, 'top3': 89, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111756.jpg'}
2020-06-19 15:32:28,694 - TestValue - INFO - {'Test_ID': 404, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:27', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111758.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.329, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111758.jpg'}
2020-06-19 15:32:28,868 - TestValue - INFO - {'Test_ID': 405, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:27', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111759.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.393, 'top1': 5, 'top2': 9, 'top3': 89, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111759.jpg'}
2020-06-19 15:32:29,635 - TestValue - INFO - {'Test_ID': 406, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:27', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111800.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.352, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111800.jpg'}
2020-06-19 15:32:30,181 - TestValue - INFO - {'Test_ID': 407, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:28', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111801.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.34, 'top1': 5, 'top2': 89, 'top3': 9, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111801.jpg'}
2020-06-19 15:32:30,544 - TestValue - INFO - {'Test_ID': 408, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:32:28', 'Cultural_Name': '方格纹砖', 'Test_Chart': 'IMG_20190807_111803.jpg', 'Code': 5, 'Expected_Value': 5, 'TimeConsuming': 1.335, 'top1': 89, 'top2': 5, 'top3': 9, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/5/IMG_20190807_111803.jpg'}
