2020-06-19 15:27:09,520 - TestValue - INFO - {'Test_ID': 87, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:07', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110950_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.437, 'top1': 1, 'top2': 141, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110950_1.jpg'}
2020-06-19 15:27:35,409 - TestValue - INFO - {'Test_ID': 132, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:33', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111241.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.31, 'top1': 1, 'top2': 205, 'top3': 97, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111241.jpg'}
2020-06-19 15:27:35,854 - TestValue - INFO - {'Test_ID': 133, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:34', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111007.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.28, 'top1': 2, 'top2': 69, 'top3': 72, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111007.jpg'}
2020-06-19 15:27:36,596 - TestValue - INFO - {'Test_ID': 134, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:34', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111008.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.301, 'top1': 2, 'top2': 69, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111008.jpg'}
2020-06-19 15:27:36,821 - TestValue - INFO - {'Test_ID': 135, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:35', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111008_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.341, 'top1': 2, 'top2': 69, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111008_1.jpg'}
2020-06-19 15:27:37,538 - TestValue - INFO - {'Test_ID': 136, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:35', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111009.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.327, 'top1': 2, 'top2': 69, 'top3': 72, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111009.jpg'}
2020-06-19 15:27:38,051 - TestValue - INFO - {'Test_ID': 137, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:36', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111013.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.306, 'top1': 2, 'top2': 40, 'top3': 189, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111013.jpg'}
2020-06-19 15:27:38,460 - TestValue - INFO - {'Test_ID': 138, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:36', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111013_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.331, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111013_1.jpg'}
2020-06-19 15:27:39,021 - TestValue - INFO - {'Test_ID': 139, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:37', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111014.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.304, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111014.jpg'}
2020-06-19 15:27:39,513 - TestValue - INFO - {'Test_ID': 140, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:38', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111014_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.322, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111014_1.jpg'}
2020-06-19 15:27:39,914 - TestValue - INFO - {'Test_ID': 141, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:38', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111015.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.318, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111015.jpg'}
2020-06-19 15:27:40,830 - TestValue - INFO - {'Test_ID': 142, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:39', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111016.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.305, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111016.jpg'}
2020-06-19 15:27:40,980 - TestValue - INFO - {'Test_ID': 143, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:39', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111024.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.288, 'top1': 2, 'top2': 42, 'top3': 40, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111024.jpg'}
2020-06-19 15:27:41,711 - TestValue - INFO - {'Test_ID': 144, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:39', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111025.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.323, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111025.jpg'}
2020-06-19 15:27:42,744 - TestValue - INFO - {'Test_ID': 145, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:40', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111026.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.3, 'top1': 2, 'top2': 72, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111026.jpg'}
2020-06-19 15:27:42,957 - TestValue - INFO - {'Test_ID': 146, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:40', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111026_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.292, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111026_1.jpg'}
2020-06-19 15:27:43,478 - TestValue - INFO - {'Test_ID': 147, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:41', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111027.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.296, 'top1': 2, 'top2': 42, 'top3': 45, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111027.jpg'}
2020-06-19 15:27:44,395 - TestValue - INFO - {'Test_ID': 148, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:42', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111027_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.315, 'top1': 2, 'top2': 72, 'top3': 45, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111027_1.jpg'}
2020-06-19 15:27:44,678 - TestValue - INFO - {'Test_ID': 149, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:42', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111033.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.295, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111033.jpg'}
2020-06-19 15:27:45,082 - TestValue - INFO - {'Test_ID': 150, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:43', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111034.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.302, 'top1': 2, 'top2': 40, 'top3': 45, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111034.jpg'}
2020-06-19 15:27:45,865 - TestValue - INFO - {'Test_ID': 151, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:44', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111034_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.291, 'top1': 2, 'top2': 40, 'top3': 123, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111034_1.jpg'}
2020-06-19 15:27:46,346 - TestValue - INFO - {'Test_ID': 152, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:44', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111035.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.361, 'top1': 2, 'top2': 40, 'top3': 123, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111035.jpg'}
2020-06-19 15:27:46,776 - TestValue - INFO - {'Test_ID': 153, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:45', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111036.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.315, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111036.jpg'}
2020-06-19 15:27:47,896 - TestValue - INFO - {'Test_ID': 154, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:45', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111036_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.306, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111036_1.jpg'}
2020-06-19 15:27:48,279 - TestValue - INFO - {'Test_ID': 155, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:46', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111037.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.3, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111037.jpg'}
2020-06-19 15:27:48,946 - TestValue - INFO - {'Test_ID': 156, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:46', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111037_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.301, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111037_1.jpg'}
2020-06-19 15:27:49,634 - TestValue - INFO - {'Test_ID': 157, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:47', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111038.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.288, 'top1': 2, 'top2': 40, 'top3': 189, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111038.jpg'}
2020-06-19 15:27:50,005 - TestValue - INFO - {'Test_ID': 158, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:48', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111040.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.291, 'top1': 2, 'top2': 69, 'top3': 86, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111040.jpg'}
2020-06-19 15:27:50,497 - TestValue - INFO - {'Test_ID': 159, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:48', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111041.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.301, 'top1': 2, 'top2': 69, 'top3': 114, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111041.jpg'}
2020-06-19 15:27:51,445 - TestValue - INFO - {'Test_ID': 160, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:49', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111041_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.301, 'top1': 2, 'top2': 69, 'top3': 267, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111041_1.jpg'}
2020-06-19 15:27:51,655 - TestValue - INFO - {'Test_ID': 161, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:50', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111042.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.298, 'top1': 2, 'top2': 69, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111042.jpg'}
2020-06-19 15:27:51,917 - TestValue - INFO - {'Test_ID': 162, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:50', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111049.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.322, 'top1': 2, 'top2': 69, 'top3': 114, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111049.jpg'}
2020-06-19 15:27:52,925 - TestValue - INFO - {'Test_ID': 163, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:51', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111050.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.345, 'top1': 2, 'top2': 69, 'top3': 114, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111050.jpg'}
2020-06-19 15:27:53,307 - TestValue - INFO - {'Test_ID': 164, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:51', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111051.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.31, 'top1': 2, 'top2': 69, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111051.jpg'}
2020-06-19 15:27:53,634 - TestValue - INFO - {'Test_ID': 165, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:51', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111053.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.305, 'top1': 2, 'top2': 55, 'top3': 40, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111053.jpg'}
2020-06-19 15:27:54,915 - TestValue - INFO - {'Test_ID': 166, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:52', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111053_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.295, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111053_1.jpg'}
2020-06-19 15:27:55,302 - TestValue - INFO - {'Test_ID': 167, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:53', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111054.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.486, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111054.jpg'}
2020-06-19 15:27:55,623 - TestValue - INFO - {'Test_ID': 168, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:53', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111055.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.289, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111055.jpg'}
2020-06-19 15:27:56,490 - TestValue - INFO - {'Test_ID': 169, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:54', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111055_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.294, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111055_1.jpg'}
2020-06-19 15:27:56,702 - TestValue - INFO - {'Test_ID': 170, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:55', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111056.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.31, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111056.jpg'}
2020-06-19 15:27:57,110 - TestValue - INFO - {'Test_ID': 171, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:55', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111057.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.339, 'top1': 2, 'top2': 40, 'top3': 55, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111057.jpg'}
2020-06-19 15:27:58,275 - TestValue - INFO - {'Test_ID': 172, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:56', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111059.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.352, 'top1': 2, 'top2': 40, 'top3': 175, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111059.jpg'}
2020-06-19 15:27:58,760 - TestValue - INFO - {'Test_ID': 173, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:56', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111101.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.408, 'top1': 2, 'top2': 40, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111101.jpg'}
2020-06-19 15:27:58,984 - TestValue - INFO - {'Test_ID': 174, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:57', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111102.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.592, 'top1': 2, 'top2': 72, 'top3': 69, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111102.jpg'}
2020-06-19 15:28:00,020 - TestValue - INFO - {'Test_ID': 175, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:58', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111103.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.593, 'top1': 2, 'top2': 69, 'top3': 42, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111103.jpg'}
2020-06-19 15:28:00,734 - TestValue - INFO - {'Test_ID': 176, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:58', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111103_1.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.307, 'top1': 2, 'top2': 69, 'top3': 72, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111103_1.jpg'}
2020-06-19 15:28:00,953 - TestValue - INFO - {'Test_ID': 177, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:58', 'Cultural_Name': '彩绘房形仓', 'Test_Chart': 'IMG_20190807_111104.jpg', 'Code': 2, 'Expected_Value': 2, 'TimeConsuming': 1.301, 'top1': 2, 'top2': 45, 'top3': 40, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/2/IMG_20190807_111104.jpg'}
